t1,t2,seqnr
1678787134541352729,1678787134543378988,561
1678787134641352865,1678787134643379050,562
1678787134741353118,1678787134743378618,563
1678787134841352719,1678787134843378911,564
1678787134941352806,1678787134943379134,565
1678787135041352704,1678787135043378889,566
1678787135141352704,1678787135143379011,567
1678787135241352880,1678787135243379262,568
1678787135341352725,1678787135343378920,569
1678787135441356358,1678787135443382273,570
1678787135541352711,1678787135543378927,571
1678787135641352697,1678787135643378982,572
1678787135741353193,1678787135743379847,573
1678787135841352714,1678787135843378861,574
1678787135941352787,1678787135943378880,575
1678787136041352708,1678787136043378870,576
1678787136141352787,1678787136143378963,577
1678787136241352925,1678787136243379253,578
1678787136341352685,1678787136343378888,579
1678787136441356314,1678787136443382513,580
1678787136541352715,1678787136543378902,581
1678787136641352725,1678787136643378931,582
1678787136741353122,1678787136743379407,583
1678787136841352768,1678787136843378975,584
1678787136941352833,1678787136943379056,585
1678787137041352711,1678787137043378959,586
1678787137141352700,1678787137143378814,587
1678787137241352848,1678787137243379225,588
1678787137341353015,1678787137343379267,589
1678787137441356134,1678787137443382276,590
1678787137541352775,1678787137543378602,591
1678787137641352680,1678787137643378975,592
1678787137741352823,1678787137743379041,593
1678787137841352644,1678787137843378968,594
1678787137941352642,1678787137943378933,595
1678787138041352758,1678787138043378943,596
1678787138141352718,1678787138143378866,597
1678787138241352875,1678787138243378927,598
1678787138341352678,1678787138343378821,599
1678787138441355844,1678787138443381867,600
1678787138541352814,1678787138543378841,601
1678787138641352734,1678787138643378762,602
1678787138741353035,1678787138743378243,603
1678787138841352750,1678787138843378656,604
1678787138941352725,1678787138943378764,605
1678787139041352798,1678787139043378904,606
1678787139141352784,1678787139143379262,607
1678787139241352853,1678787139243378860,608
1678787139341352785,1678787139343378800,609
1678787139441355970,1678787139443382006,610
1678787139541352820,1678787139543379055,611
1678787139641352676,1678787139643378874,612
1678787139741353003,1678787139743379341,613
1678787139841352809,1678787139843378881,614
1678787139941352642,1678787139943378812,615
1678787140041352826,1678787140043379049,616
1678787140141352656,1678787140143379645,617
1678787140241352693,1678787140243378804,618
1678787140341352851,1678787140343379328,619
1678787140441355942,1678787140443381251,620
1678787140541352837,1678787140543378779,621
1678787140641352830,1678787140643378920,622
1678787140741353083,1678787140743379635,623
1678787140841353079,1678787140843378160,624
1678787140941352758,1678787140943379054,625
1678787141041352818,1678787141043378920,626
1678787141141352688,1678787141143378739,627
1678787141241352714,1678787141243378778,628
1678787141341352763,1678787141343379135,629
1678787141441355955,1678787141443382143,630
1678787141541352717,1678787141543378856,631
1678787141641352862,1678787141643378958,632
1678787141741353086,1678787141743378790,633
1678787141841352874,1678787141843379059,634
1678787141941352738,1678787141943378168,635
1678787142041352703,1678787142043378775,636
1678787142141352813,1678787142143379048,637
1678787142241352760,1678787142243378893,638
1678787142341352945,1678787142343379238,639
1678787142441356077,1678787142443382202,640
1678787142541352700,1678787142543378787,641
1678787142641352782,1678787142643378887,642
1678787142741353024,1678787142743379404,643
1678787142841352766,1678787142843378901,644
1678787142941352760,1678787142943378904,645
1678787143041352753,1678787143043378974,646
1678787143141352773,1678787143143378834,647
1678787143241352704,1678787143243378816,648
1678787143341352835,1678787143343379042,649
1678787143441357391,1678787143443383390,650
1678787143541352880,1678787143543379356,651
1678787143641352891,1678787143643378993,652
1678787143741353094,1678787143743379655,653
1678787143841352854,1678787143843379073,654
1678787143941352874,1678787143943379055,655
1678787144041352763,1678787144043378803,656
1678787144141352851,1678787144143378952,657
1678787144241352782,1678787144243378883,658
1678787144341352751,1678787144343378932,659
1678787144441356277,1678787144443382352,660
1678787144541352699,1678787144543378845,661
1678787144641352840,1678787144643379019,662
1678787144741353046,1678787144743379461,663
1678787144841352791,1678787144843378940,664
1678787144941352920,1678787144943379325,665
1678787145041352676,1678787145043364227,666
1678787145141352765,1678787145143378790,667
1678787145241352698,1678787145243378890,668
1678787145341352772,1678787145343379004,669
1678787145441356158,1678787145443382078,670
1678787145541352833,1678787145543379061,671
1678787145641352780,1678787145643378898,672
1678787145741353080,1678787145743379873,673
1678787145841352834,1678787145843379122,674
1678787145941352748,1678787145943378910,675
1678787146041352770,1678787146043378817,676
1678787146141352713,1678787146143378851,677
1678787146241352865,1678787146243378970,678
1678787146341352736,1678787146343378701,679
1678787146441356086,1678787146443382190,680
1678787146541352801,1678787146543378931,681
1678787146641352651,1678787146643378766,682
1678787146741353074,1678787146743379486,683
1678787146841352752,1678787146843378963,684
1678787146941352757,1678787146943378892,685
1678787147041352745,1678787147043378871,686
1678787147141352756,1678787147143378870,687
1678787147241352821,1678787147243378838,688
1678787147341352817,1678787147343378803,689
1678787147441355946,1678787147443382168,690
1678787147541352758,1678787147543378744,691
1678787147641352763,1678787147643378936,692
1678787147741352983,1678787147743379287,693
1678787147841352792,1678787147843379036,694
1678787147941352717,1678787147943378912,695
1678787148041352697,1678787148043378902,696
1678787148141352641,1678787148143378799,697
1678787148241352752,1678787148243378913,698
