t1,t2,seqnr
1678785193110994807,1678785193112773846,563
1678785193210981694,1678785193212722711,564
1678785193310995594,1678785193312763951,565
1678785193410971514,1678785193412771934,566
1678785193510993475,1678785193512771331,567
1678785193610991960,1678785193612772306,568
1678785193711000868,1678785193712774220,569
1678785193810991142,1678785193812775875,570
1678785193910989725,1678785193912773976,571
1678785194010990773,1678785194012774418,572
1678785194110991454,1678785194112773753,573
1678785194210991673,1678785194212724078,574
1678785194310986289,1678785194312768344,575
1678785194410946518,1678785194412771343,576
1678785194510989416,1678785194512772007,577
1678785194610996456,1678785194612772350,578
1678785194710989666,1678785194712774163,579
1678785194810801398,1678785194812774398,580
1678785194910991058,1678785194912774404,581
1678785195010779025,1678785195012770554,582
1678785195110994231,1678785195112774336,583
1678785195210802228,1678785195212716339,584
1678785195310980581,1678785195312765393,585
1678785195410940786,1678785195412772517,586
1678785195510990475,1678785195512772389,587
1678785195610806929,1678785195612772573,588
1678785195710990561,1678785195712772225,589
1678785195810971912,1678785195812774207,590
1678785195910987980,1678785195912774285,591
1678785196010805646,1678785196012773456,592
1678785196110992813,1678785196112773894,593
1678785196210984563,1678785196212759558,594
1678785196310828312,1678785196312763029,595
1678785196410769119,1678785196412771584,596
1678785196510990671,1678785196512775667,597
1678785196610805349,1678785196612772475,598
1678785196710992465,1678785196712773863,599
1678785196810970642,1678785196812775958,600
1678785196910964668,1678785196912773397,601
1678785197010994447,1678785197012774145,602
1678785197110991118,1678785197112774174,603
1678785197211004391,1678785197212717964,604
1678785197310975922,1678785197312764077,605
1678785197410804846,1678785197412771049,606
1678785197510994040,1678785197512773807,607
1678785197610993853,1678785197612774069,608
1678785197710989978,1678785197712774235,609
1678785197810969062,1678785197812778031,610
1678785197911006589,1678785197912773842,611
1678785198010990650,1678785198012773903,612
1678785198110980910,1678785198112719167,613
1678785198210989663,1678785198212761784,614
1678785198310985992,1678785198312773367,615
1678785198410800273,1678785198412773834,616
1678785198510994940,1678785198512773695,617
1678785198610803614,1678785198612775669,618
1678785198710989407,1678785198712774379,619
1678785198810797691,1678785198812782401,620
1678785198911012504,1678785198912773986,621
1678785199010987393,1678785199012773044,622
1678785199110993795,1678785199112773902,623
1678785199210778942,1678785199212759704,624
1678785199310780514,1678785199312764305,625
1678785199410990430,1678785199412771437,626
1678785199510996455,1678785199512774131,627
1678785199610993237,1678785199612775783,628
1678785199710995175,1678785199712773632,629
1678785199810802012,1678785199812775135,630
1678785199910990038,1678785199912773747,631
1678785200010992425,1678785200012773675,632
1678785200110991563,1678785200112774170,633
1678785200210989021,1678785200212760732,634
1678785200310966720,1678785200312772571,635
1678785200410793907,1678785200412772098,636
1678785200510993875,1678785200512774454,637
1678785200610990056,1678785200612774588,638
1678785200710822566,1678785200712774513,639
1678785200810969075,1678785200812774202,640
1678785200910835245,1678785200912773722,641
1678785201010990331,1678785201012773985,642
1678785201111010445,1678785201112774318,643
1678785201210848736,1678785201212716731,644
1678785201310992969,1678785201312764182,645
1678785201410974044,1678785201412773706,646
1678785201510992567,1678785201512772462,647
1678785201610990976,1678785201612772639,648
1678785201711012224,1678785201712773981,649
1678785201810967391,1678785201812774142,650
1678785201910958248,1678785201912773782,651
1678785202010820979,1678785202012773128,652
